año,NCODI,anatomia_centro,diagnostico_centro,dialisis_centro,esterilizacion_centro,laboratorio_centro,rehabilitacion_centro,anatomia_fuera,diagnostico_fuera,dialisis_fuera,esterilizacion_fuera,laboratorio_fuera,rehabilitacion_fuera,otras_Asistenciales_centro,otras_Asistenciales_fuera,otros_Asis_texto,cocina_centro,lavanderia_centro,limpieza_centro,mantenimiento_centro,seguridad_centro,cocina_fuera,lavanderia_fuera,otros_NoAsistenciales_centro,otros_NoAsistenciales_fuera,otros_NoAsis_texto,oxigenoterapia_centro,oxigenoterapia_fuera,transporte_centro
2019,722,0,0,0,0,0,0,0,1,1,0,1,1,0,1,"Otros",1,1,1,1,1,0,0,1,0,"Otros",0,1,1
2019,1126,1,1,0,1,1,0,0,1,1,0,0,1,0,1,"Otros",1,0,1,1,1,1,1,1,0,"Otros",0,0,0
2019,1146,0,1,0,1,1,0,1,1,0,0,1,1,0,1,"Otros",1,1,1,1,0,0,0,0,1,"Otros",1,0,0
2019,286,1,0,0,0,1,1,0,0,0,0,0,0,0,1,"Otros",1,0,0,0,0,0,1,0,0,,0,0,0
2019,75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,823,0,0,0,0,0,0,1,1,0,1,0,0,1,0,"Otros",1,0,1,1,1,0,1,1,1,"Otros",0,0,1
2019,1015,0,0,1,1,0,0,0,1,1,0,0,1,1,0,"Otros",1,1,1,1,1,0,1,1,0,"Otros",1,1,1
2019,704,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Otros",1,0,1,1,1,0,1,0,1,"Otros",0,1,1
2019,1114,0,1,0,0,0,0,0,1,1,0,1,0,0,1,"Otros",0,0,1,1,1,1,1,0,1,"Otros",0,1,1
2019,686,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Otros",1,0,1,1,1,0,1,0,0,"Otros",1,1,0
2019,1013,0,0,0,1,0,0,0,1,1,0,1,1,1,1,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,889,0,0,1,0,0,0,1,1,0,0,1,1,0,1,"Otros",0,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,561,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"Otros",1,0,1,0,1,0,1,0,0,"0",0,0,0
2019,578,1,1,0,0,1,0,0,1,0,0,0,0,1,0,"Otros",0,0,0,1,0,1,1,0,1,"Otros",0,0,0
2019,939,0,0,0,0,0,0,0,1,1,0,0,0,0,1,"Otros",0,0,1,1,1,0,1,0,1,"Otros",0,1,1
2019,1152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",0,0,1,0,1,1,0,0,0,,0,0,0
2019,782,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Otros",1,1,1,1,1,0,0,1,0,"Otros",0,0,0
2019,1104,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"Otros",1,0,1,1,1,0,1,1,1,"Otros",0,1,0
2019,721,0,0,0,0,0,0,0,1,1,0,1,1,1,0,"Otros",1,0,1,1,1,0,0,1,1,"Otros",0,0,0
2019,640,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,748,0,1,0,0,0,0,0,1,1,0,1,0,0,1,"Otros",0,0,1,1,1,1,1,1,1,"Otros",0,1,0
2019,454,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"Otros",1,1,1,1,1,0,0,1,1,"Otros",0,0,0
2019,116,0,0,0,1,0,1,0,1,0,0,1,0,1,0,"Otros",1,0,1,0,1,0,1,0,1,"Otros",1,0,0
2019,753,0,0,0,0,0,0,0,1,1,0,1,1,0,1,"Otros",0,0,1,1,1,0,1,1,1,"Otros",0,1,1
2019,695,0,0,0,0,0,0,0,1,1,0,1,0,0,1,"Otros",0,0,1,1,1,0,0,1,1,"Otros",0,1,1
2019,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",1,0,1,1,1,0,1,1,0,"Otros",1,0,0
2019,439,1,0,0,0,0,0,0,1,0,1,0,0,1,0,"Otros",0,0,1,1,1,0,1,0,1,"Otros",0,0,1
2019,570,1,0,0,0,0,0,0,1,0,1,0,0,1,0,"Otros",0,0,1,1,1,0,1,0,1,"Otros",0,0,1
2019,618,1,1,0,1,1,1,0,0,1,0,0,0,0,0,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,699,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Otros",1,0,1,1,1,0,0,1,0,"Otros",0,1,0
2019,749,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"Otros",0,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Otros",1,0,1,1,1,0,1,0,1,"Otros",0,0,0
2019,95,0,1,0,1,0,1,0,0,0,0,1,0,1,0,"Otros",1,1,1,1,0,0,1,1,0,"Otros",1,0,0
2019,1119,0,0,0,1,0,1,0,1,1,0,1,0,1,0,"Otros",1,1,1,1,0,0,0,1,0,"Otros",1,0,0
2019,818,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Otros",1,0,1,1,0,0,1,1,0,"Otros",0,0,0
2019,361,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Otros",0,0,1,0,1,0,1,1,1,"Otros",0,0,0
2019,1090,0,1,1,0,1,0,0,1,0,0,1,0,0,1,"Otros",1,0,1,1,0,0,0,0,1,"Otros",0,0,0
2019,764,0,0,0,0,0,0,0,1,1,0,1,1,0,1,"Otros",1,0,1,1,1,0,0,1,1,"Otros",0,0,1
2019,680,0,1,0,0,0,0,0,0,1,0,1,1,0,0,"Otros",1,0,1,1,1,0,1,0,0,"Otros",0,1,1
2019,591,0,1,0,0,0,0,0,0,1,0,1,1,1,1,"Otros",1,0,1,1,1,0,1,1,1,"Otros",0,1,1
2019,472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",0,0,1,0,0,0,0,0,0,"Otros",0,0,0
2019,937,1,1,1,1,1,1,0,1,1,0,0,0,0,0,"Otros",1,0,0,0,0,0,1,0,0,"Otros",0,1,0
2019,876,0,1,0,1,1,0,0,0,1,0,1,1,0,1,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,99,0,0,0,0,0,0,1,1,0,0,1,0,1,0,"Otros",0,0,1,1,0,1,1,0,1,"Otros",0,1,0
2019,617,0,1,0,0,0,0,0,1,0,0,0,0,1,0,"Otros",1,0,1,0,1,0,1,1,0,"Otros",0,0,0
2019,495,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Otros",0,0,1,1,1,0,1,0,1,"Otros",0,0,1
2019,949,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"Otros",1,0,1,1,1,0,1,1,1,"Otros",0,1,0
2019,734,1,1,1,1,1,1,0,1,1,0,1,0,1,1,"Otros",1,0,0,1,0,1,1,1,1,"Otros",1,1,0
2019,447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Otros",0,0,0,0,0,1,1,0,1,"Otros",0,0,0
2019,628,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"Otros",1,0,1,1,1,0,1,1,1,"Otros",0,1,0
2019,871,0,1,0,0,1,0,1,1,0,0,1,0,1,1,"Otros",1,1,1,1,1,0,1,1,1,"Otros",0,1,0
2019,511,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,1,0
2019,538,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"Otros",1,0,1,1,1,0,1,1,0,"Otros",0,1,0
2019,435,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"Otros",0,0,1,1,1,1,1,0,0,"Otros",0,0,1
2019,803,0,0,0,0,0,0,0,1,1,0,1,1,0,1,"Otros",0,0,1,1,1,1,0,1,0,"Otros",1,1,0
2019,182,1,1,0,0,1,0,0,0,0,0,0,0,1,0,"Otros",0,0,0,0,1,0,1,1,0,"Otros",0,0,0
2019,288,0,1,0,1,1,1,1,0,0,0,0,0,0,1,"Otros",1,0,0,0,0,0,1,0,1,"Otros",0,0,0
2019,247,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"Otros",1,0,1,1,0,0,1,0,1,"Otros",0,0,0
2019,498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Otros",1,0,1,1,1,0,1,0,1,"Otros",0,0,0
2019,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",1,0,1,1,0,0,0,0,0,"Otros",0,1,1
2019,401,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Otros",1,0,1,1,1,0,1,1,1,"Otros",0,0,0
2019,758,0,0,0,0,0,0,1,0,1,0,1,1,1,0,"Otros",1,0,1,1,1,0,1,0,0,"Otros",0,0,0
2019,756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Otros",1,1,1,1,1,0,0,1,0,"Otros",0,0,0
2019,771,0,0,0,0,0,0,0,1,1,0,1,0,0,1,"Otros",0,0,1,1,1,0,0,0,1,"Otros",0,1,1
2019,411,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",0,1,0,1,1,0,0,1,0,,1,0,0
2019,306,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Otros",1,1,1,1,0,0,0,0,0,,0,0,0
2019,1070,0,0,0,0,0,0,0,1,1,0,1,0,0,1,"Otros",1,1,1,1,1,0,0,0,0,,0,1,0
2019,387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Otros",1,0,1,1,1,0,1,0,0,,0,0,0
2019,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Otros",1,0,0,0,0,0,0,0,0,,0,0,0
2019,272,1,0,0,0,0,1,0,1,0,0,1,0,0,0,"Otros",0,1,1,1,1,1,1,0,0,,0,0,0
2019,676,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"Otros",1,0,1,1,1,0,0,0,0,,0,0,0
2019,730,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"Otros",1,0,1,1,1,0,0,0,0,,0,1,0
2019,835,1,1,0,1,1,1,1,0,0,0,1,0,0,1,"Otros",1,0,1,1,0,0,1,0,0,,0,0,0
2019,603,0,0,0,0,1,0,1,0,0,0,0,0,1,1,"Otros",1,0,0,1,1,0,1,0,0,,0,0,0
2019,426,0,1,0,0,1,1,1,0,0,0,1,0,1,0,"Otros",1,0,1,0,0,0,0,0,0,,1,0,0
2019,246,0,0,0,0,1,1,1,0,0,0,0,0,1,0,"Otros",1,0,0,0,0,0,1,0,0,,1,0,0
2019,33,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"Otros",1,1,1,0,0,0,0,0,0,,0,0,0
2019,1156,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"Otros",1,0,1,1,1,0,1,0,0,,0,0,1
2019,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",0,0,1,1,1,0,1,0,0,,0,1,1
2019,696,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Otros",1,0,1,1,1,1,0,0,0,,0,1,0
2019,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Otros",1,0,1,1,1,1,0,0,0,,0,0,0
2019,491,0,0,0,0,0,0,1,1,0,0,1,0,1,0,"Otros",0,0,1,0,0,0,1,0,0,"0",0,0,0
2019,593,0,1,0,0,0,0,0,1,1,0,1,0,0,1,"ONCOLOGIA;LOGOPEDIA;NEUROREHABILITACION DAÑO CEREBRAL;MED NUCLEAR;TTOS PSICOLOGICOS ESPECIFICOS;IVES",1,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,531,0,1,0,0,0,0,0,1,1,0,1,1,0,1,"Oncología radioterápica",1,0,1,1,1,0,1,1,0,,0,1,1
2019,418,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"OftalmolÃ³gica, PsiquiatrÃ­a...",0,0,1,1,1,1,1,0,0,"Otros",0,0,0
2019,135,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Odontòleg i Podòleg",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,190,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Musicoterapia
Podología",1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,343,0,0,0,0,0,0,1,1,0,0,1,1,1,1,"Metges consultors, Serveis mèdics",0,0,1,1,0,1,1,0,1,"Otros",0,0,0
2019,539,1,1,0,0,1,0,1,1,0,0,1,0,1,1,"Metges consultors i Altres serveis mèdics",1,0,1,1,1,1,1,1,0,"Otros",0,0,0
2019,597,0,0,0,0,1,0,1,1,0,0,1,0,1,0,"Metges consultors",0,1,1,1,0,0,0,0,1,"Otros",0,0,0
2019,236,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"MEDICINA NUCLEAR",1,0,0,0,1,0,1,0,0,,0,0,0
2019,262,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"LOGOPEDIA, TERAPIA OCUPACIONAL",1,0,1,1,0,0,1,0,0,,0,0,0
2019,688,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"LOGOPEDIA , DAÑO CEREBRAL ADQUIRIDO",1,0,1,1,1,0,1,0,1,"Otros",0,1,1
2019,755,0,0,0,0,0,0,1,1,1,0,1,0,0,1,"Hospitalización (Lesionados Medulares), Pruebas diagnósticas de Cardiología y Digestivo y Intervenciones quirúrgicas varias especialidades",0,0,1,0,1,0,0,1,1,"Otros",0,1,1
2019,665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Hospital San Juan de Dios ( Mediana y larga estancia ) 

Centro Médico La Ribera  ( Dermatología )",1,0,1,1,1,0,1,0,1,"Otros",0,1,1
2019,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"GESTIÓN RESIDUOS SANITARIOS",1,0,0,0,1,0,0,0,0,,0,0,0
2019,1008,0,1,0,1,1,0,0,1,0,0,1,1,0,1,"FONIATRIA Y LOGOPEDIA, TERAPIA OCUPACIONAL",1,1,1,1,1,0,1,1,0,"Otros",0,1,0
2019,958,0,0,0,0,0,0,0,1,1,0,1,0,0,1,"Estudios genéticos. Determinación de marcadores..",0,0,1,0,1,0,0,0,0,,0,1,0
2019,741,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"Estancias, pruebas diagnósticas, procedimientos quirurgicos, radioisótopos, cámara hiperbárica, logopedia, Consulta revisión dispositivo apnea del sueño",0,0,1,1,1,0,1,0,0,,1,1,0
2019,852,0,0,0,0,0,0,1,1,0,0,1,1,1,1,"En centro: Cirugía Pediátrica / Radiología Intervencionista
Fuera Centro: Autismo / Psiquiatría",1,0,1,1,1,0,1,0,0,,0,0,0
2019,1024,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"ELECTROMEDICINA",1,0,1,1,1,0,1,0,0,,0,0,0
2019,751,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"DIGITALIZACION DE HISTORIAS CLINICAS",0,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,646,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"DIGITALIZACION DE HISTORIAS CLINICAS",0,0,1,1,1,0,1,0,0,,0,1,1
2019,644,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"Cuidados Socio-sanitarios
Estancias asistenciales",0,0,1,1,1,0,1,1,0,"Otros",0,1,0
2019,1056,1,0,0,0,1,0,1,0,0,0,1,0,1,1,"Cirugía Plástica, Neurocirugía, Medicina Nuclear, Radioterapia",1,0,1,1,1,0,1,0,0,,0,0,0
2019,969,1,1,0,1,1,1,0,0,0,0,0,0,0,1,"BIOSEGURIDAD AMBIENTAL
INTERLUM
TRANSPORTES SANITARIOS TMS",1,1,1,1,0,0,1,0,1,"Otros",0,1,0
2019,395,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"BANCO DE SANGRE",0,0,1,1,1,1,0,0,0,,0,0,0
2019,1018,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Anestesia",1,0,1,1,1,0,1,0,0,,0,0,0
2019,1087,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"anestesia",0,0,0,0,1,0,1,0,0,,0,1,0
2019,1109,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"anestesia",0,0,0,0,1,0,1,0,0,,0,1,0
2019,783,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"ambulan no asistidas y archivo",1,0,1,1,1,0,1,0,0,"0",0,0,0
2019,740,0,0,0,0,0,0,1,0,1,0,1,0,1,1,"- Investigación en Ciencias de la Salud",1,0,1,1,1,0,1,1,0,"Otros",0,1,0
2019,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,0,"Otros",1,0,0
2019,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,1,1,1,0,1,1,1,"Otros",0,1,1
2019,707,1,0,0,0,0,0,0,1,1,0,1,0,0,0,,1,0,1,0,1,0,1,1,0,"Otros",0,1,0
2019,888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,1,0,1,1,1,0,1,0,1,"Otros",0,1,0
2019,658,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,1,0,1,0,1,0,0,0,1,"Otros",0,1,0
2019,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,1,1,"Otros",0,0,0
2019,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,"Otros",1,0,1
2019,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,"Otros",0,1,1
2019,373,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,"Otros",0,0,0
2019,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,1,0,"Otros",1,0,0
2019,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,1,1,0,"Otros",0,1,1
2019,842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,0,1,1,0,"Otros",0,0,0
2019,726,0,0,0,0,0,0,1,1,1,0,1,1,0,1,,0,0,1,1,1,0,0,1,0,"Otros",0,1,0
2019,29,0,0,0,1,0,0,1,1,1,0,1,1,0,1,,1,1,1,1,1,0,1,1,0,"Otros",1,0,0
2019,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1,"Otros",1,0,0
2019,712,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,0,0,1,1,1,0,0,1,0,"Otros",0,1,1
2019,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,1,0,"Otros",1,0,0
2019,1017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,"Otros",1,0,1
2019,789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,1,"Otros",0,0,0
2019,143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,1,1,0,0,0,0,1,"Otros",1,0,0
2019,1007,0,1,0,1,1,0,0,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,1,0,"Otros",0,0,0
2019,1010,0,1,0,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,0,0,1,0,"Otros",0,1,0
2019,980,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,1,1,1,1,0,1,0,1,"Otros",0,0,0
2019,226,1,1,1,1,1,1,0,0,0,0,1,0,0,0,,1,0,1,1,1,0,0,1,0,"Otros",0,0,0
2019,660,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,1,0,1,1,1,0,1,0,1,"Otros",0,0,0
2019,199,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,"Otros",0,0,0
2019,327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,1,0,"Otros",0,0,0
