año,NCODI,anatomia_centro,diagnostico_centro,dialisis_centro,esterilizacion_centro,laboratorio_centro,rehabilitacion_centro,otras_Asistenciales_centro,anatomia_fuera,diagnostico_fuera,dialisis_fuera,esterilizacion_fuera,laboratorio_fuera,rehabilitacion_fuera,otras_Asistenciales_fuera,otros_Asis_texto,cocina_centro,lavanderia_centro,limpieza_centro,mantenimiento_centro,seguridad_centro,otros_NoAsistenciales_centro,cocina_fuera,lavanderia_fuera,otros_NoAsistenciales_fuera,otros_NoAsis_texto,oxigenoterapia_centro,oxigenoterapia_fuera,transporte_centro
2020,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,0,0,0,0,0,0,"0",0,0,0
2020,444,0,1,0,1,1,1,0,1,1,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,479,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,285,0,1,1,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,0,1,0,0,0,1,1,"0",0,0,0
2020,253,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,1,0,0,0,0,"0",0,0,0
2020,481,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,1,0,0,0,0,"0",0,0,0
2020,540,1,1,1,1,1,0,0,0,0,0,0,0,1,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,510,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,1,1,0,1,0,"1",1,0,0
2020,305,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,0
2020,755,0,0,0,0,0,0,0,1,1,1,0,1,0,1,"1",0,0,1,0,1,1,0,0,1,"1",0,1,1
2020,750,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"0",0,1,0
2020,696,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"1",1,0,1,1,1,0,1,0,0,"0",0,1,0
2020,421,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,1
2020,827,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,1,1,1,0,0,1,0,0,"0",0,0,0
2020,933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,1030,1,1,0,1,1,1,1,0,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,1003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,1050,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,0,"0",0,1,1
2020,1043,1,1,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,1125,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,1
2020,1135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,1164,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",0,0,0
2020,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1,1,1,1,0,1,0,0,"0",0,0,1
2020,934,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,0,1,1,0,0,0,"1",0,1,0
2020,629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,1,0,0,1,0,"0",0,0,0
2020,21,0,0,0,0,0,1,0,0,1,0,1,1,0,0,"0",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,615,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,626,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,417,0,1,0,1,0,1,0,1,1,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,1
2020,597,0,0,0,0,1,0,1,1,1,0,0,1,0,0,"1",0,1,1,1,0,0,0,0,1,"1",0,0,0
2020,539,0,0,0,0,1,0,1,1,1,0,0,1,0,1,"1",1,0,1,1,1,1,1,1,0,"1",0,0,0
2020,343,0,0,0,0,0,0,1,1,1,0,0,1,0,1,"1",0,0,1,1,1,0,1,1,1,"1",0,0,0
2020,135,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,775,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"1",0,0,1,1,1,1,1,1,0,"1",0,0,0
2020,177,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",0,1,0,0,1,0,0,0,0,"0",0,0,0
2020,578,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"1",0,0,0,1,0,1,1,1,1,"1",0,0,0
2020,416,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,561,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"1",1,0,1,0,1,0,0,1,0,"0",0,0,0
2020,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,0,1,1,0,"0",0,0,0
2020,828,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,1
2020,860,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,1,"1",1,0,0
2020,935,0,0,0,0,0,1,0,1,1,0,1,1,0,0,"0",0,0,1,1,1,0,1,1,0,"0",1,0,0
2020,936,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",1,0,0
2020,986,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,987,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",0,0,1,1,1,0,1,1,0,"0",1,0,0
2020,1021,0,0,0,1,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,0,"0",1,0,0
2020,1085,0,0,0,0,0,1,0,1,1,0,1,1,0,0,"0",0,0,1,1,0,0,1,1,0,"0",1,1,0
2020,658,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0",1,0,1,0,1,0,0,0,1,"1",0,1,0
2020,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,1,0,0,0,"1",1,0,1
2020,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,"0",0,0,0
2020,620,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,0,1,0,0,1,0,"0",0,1,1
2020,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",0,0,1,1,1,0,0,1,1,"1",0,1,0
2020,209,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,707,1,0,0,0,0,0,0,0,1,1,0,1,0,0,"0",1,0,1,0,1,1,0,1,0,"1",0,1,0
2020,395,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"1",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,969,1,1,0,1,1,1,0,1,0,0,0,0,1,1,"1",1,1,1,1,0,0,0,1,1,"1",0,1,0
2020,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,1,0,0,"0",0,0,0
2020,739,0,1,0,1,0,0,0,0,1,1,0,1,1,1,"0",1,0,1,1,1,1,0,1,1,"1",0,1,1
2020,613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",1,0,1,1,1,1,0,1,1,"1",0,1,1
2020,593,0,1,0,0,0,0,0,0,1,1,0,1,0,1,"1",1,0,1,1,1,1,0,1,0,"1",0,1,1
2020,704,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"1",1,0,1,1,1,0,0,1,1,"1",0,1,1
2020,686,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"1",1,0,1,1,0,0,0,1,0,"0",1,1,0
2020,257,1,0,0,0,1,1,0,0,0,0,0,0,0,0,"0",1,0,0,1,1,0,0,0,0,"0",0,0,0
2020,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,0,1,1,0,"0",0,0,0
2020,286,1,0,0,0,1,1,0,0,0,0,0,0,0,1,"1",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,255,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,1,0
2020,688,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"1",1,0,1,1,1,1,0,1,1,"1",0,1,1
2020,531,0,1,0,0,0,0,0,0,1,1,0,1,1,1,"1",1,0,1,1,1,1,0,1,0,"1",0,1,1
2020,514,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"0",1,0,1,1,1,1,0,1,0,"0",1,1,1
2020,499,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",0,0,0
2020,532,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,1,1
2020,190,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"1",1,0,1,1,1,1,0,1,0,"1",0,0,0
2020,598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,1,1,1,1,0,1,0,"1",0,1,1
2020,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,838,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"0",1,0,1,1,0,0,0,1,0,"0",1,0,0
2020,839,0,1,0,1,1,0,1,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,1,1,0,"0",0,0,1
2020,852,0,0,0,0,0,0,1,0,1,1,0,1,1,1,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,988,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",0,0,1,1,1,1,1,1,0,"1",1,0,1
2020,1056,1,0,0,0,1,0,1,1,0,0,0,1,0,1,"1",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0
2020,1114,0,1,0,0,0,0,0,0,1,1,0,1,0,1,"1",0,0,1,1,1,0,1,1,1,"1",0,1,1
2020,1129,0,1,0,1,1,1,0,1,0,1,0,0,0,0,"0",1,0,1,1,0,1,1,1,0,"1",1,0,0
2020,644,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"1",0,0,1,1,1,1,0,1,0,"1",0,1,0
2020,752,0,0,0,0,0,0,0,0,1,1,0,1,1,1,"0",0,0,1,1,1,1,0,1,1,"1",0,1,0
2020,238,0,0,0,1,0,1,1,1,1,1,0,1,0,0,"0",1,1,1,1,1,1,0,0,0,"0",0,1,0
2020,325,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,1,0,"0",1,0,0
2020,622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",0,0,1,1,1,0,0,1,0,"0",0,0,0
2020,879,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,1,1,0,"0",1,0,0
2020,906,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,1,0,"0",0,0,0
2020,370,0,1,0,1,0,1,0,1,1,0,0,1,0,0,"0",1,1,1,1,0,0,0,1,1,"1",0,0,0
2020,418,0,1,0,0,0,0,1,1,0,0,0,1,0,0,"1",0,0,1,1,1,0,1,1,0,"0",0,0,0
2020,574,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"0",1,0,1,1,1,0,1,1,0,"0",0,0,0
2020,399,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0",0,0,0,0,0,0,1,1,0,"0",0,0,0
2020,195,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"0",0,1,0,0,0,0,0,1,0,"0",0,0,0
2020,783,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"1",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,263,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,1,0,0,0,1,1,0,"0",0,0,0
2020,194,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"0",0,0,0,0,0,0,1,1,0,"0",0,0,0
2020,214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,1,0,"0",0,0,0
2020,785,1,1,1,1,0,1,0,0,1,0,0,1,1,1,"1",1,0,0,1,0,1,0,1,1,"1",0,0,0
2020,780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,782,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"1",1,1,1,1,1,1,0,0,0,"1",0,0,0
2020,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,0,0,1,1,0,0,0,"1",0,0,0
2020,713,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,941,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,1045,1,1,0,1,1,1,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,1086,1,1,0,1,1,0,1,1,0,0,0,0,1,0,"0",1,0,1,1,1,0,0,1,1,"0",0,0,0
2020,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,1,1,0,0,0,"1",0,0,0
2020,937,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"1",1,0,0,0,0,0,0,1,0,"1",0,1,0
2020,1004,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,1,1,0,"0",0,0,0
2020,737,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0",0,0,1,1,1,0,0,0,0,"0",0,0,0
2020,765,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"0",0,0,1,0,1,0,0,0,0,"0",0,1,0
2020,329,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,1,1,0,0,1,0,"0",1,1,0
2020,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,527,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",1,0,0
2020,562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,1,1,0,0,1,0,"0",0,0,0
2020,251,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,129,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",1,1,1,1,1,0,0,0,0,"0",0,0,0
2020,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",1,0,1,0,0,0,0,1,0,"0",0,0,0
2020,516,0,1,0,0,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,0,0,"0",0,0,0
2020,184,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,1,0
2020,652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,1,0,"0",0,0,0
2020,637,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"0",1,0,1,1,1,0,0,0,0,"0",0,1,0
2020,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,0,0,0,"0",0,0,0
2020,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",1,1,1,1,0,0,0,0,0,"0",0,0,0
2020,1019,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,1,0
2020,1016,0,0,0,1,1,1,0,1,0,0,0,0,0,0,"0",1,0,1,1,0,0,0,1,0,"0",0,0,0
2020,1161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,1,0,0,1,0,"0",0,0,0
2020,1047,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"0",0,0,1,1,1,1,0,0,0,"0",0,1,0
2020,635,0,0,0,0,0,0,0,1,1,0,0,1,0,1,"0",1,0,1,1,1,1,0,0,1,"0",0,1,1
